correcto_espaciado;;;
escribir_imprimir ;;;
formato_cuerpo;[Autor: Alfonso];        [Ayuda: Le da formato a una lista para que imprima el cuerpo]    ;
formato_tabla;[Autor: Alfonso];        [Ayuda: Le da formato de tabla a una lista con espaciado y divisiones]    ;
formato_titulo;[Autor: Alfonso];             [Ayuda: Le da formato al titulo]    ;    #Calculo la maxima cantidad de funciones;     #Formato de Titulo;     #Hay 32
generar_lista_total;[Autor: Valentin];        [Ayuda: Genera una lista de listas con los nombres de las funciones ordenadas alfabeticamente]    ;    #Añado los nombres de funciones del diccionario a una lista de listas, para imprimir ordenado;     #Verifico si la ultima lista generada tiene menos de 5 elementos, para formatear espacios y que quede parejo
generar_txt;[Autor: Valentin];        [Ayuda: Genera txt]    ;
imprimir_funciones;[Autor: Valentin];        [Ayuda: Imprime la lista de funciones]    ;
la_tabla;[Autor: Alfonso];             [Ayuda: Armado de la tabla para el analizador]    ;    #Titulo;     #Cuerpo;     #Total
leer_csv;[Autor: Alfonso];        [Ayuda: Hace la lectura del csv]     ;
main_consulta_funciones;[Autor: Valentin];        [Ayuda: Modulariza para poder llamar el modulo en el programa principal]    ;
organizar_datos;[Autor: Luis Andrade];           [Ayuda: Crea el diccionario inicial y contiene los campos Nombre       de Funcion, Cantidad de Parametros, Canitdad de Lineas    ;
panel_principal;[Autor: Luis Andrade];            [Ayuda: Funcion principal del panel principal, se encarga de        tabular y unir todos los elementos    ;    # Abro el archivo de comentarios;     # Abro el archivo fuente unico;         # se recorre linea a linea las listas creadas;             # actualizando los diccionarios con cada uno de los procesos por separado;             # uniendo todos los diccionarios en una lista
participacion_info ;[Autor: Dan];             [Ayuda: brindar datos sobre la participación de cada uno de los         integrantes en el desarrollo de la aplicación.        Ademas de mostrar la informacion por pantalla,        genera la misma salida al archivo “participacion.txt” ]    ;    #Muestro por pantalla... y Agrego linea a participacion.txt;             # Muestro por pantalla... y Agrego linea a participacion.txt;             # Muestro por pantalla... y Agrego linea a participacion.txt;             #Muestro por pantalla... y Agrego linea a participacion.txt;             #Muestro por pantalla... y   #Agrego linea a participacion.txt;             #Muestro por pantalla... y  Agrego linea a participacion.txt;             #Muestro por pantalla... y   #Agrego linea a participacion.txt;             #Muestro por pantalla... y Agrego linea a participacion.txt;             #Muestro por pantalla... y Agrego linea a participacion.txt
primer_item_lista;[Autor: Alfonso];            [Ayuda: Busca el primer item de una lista]    ;
quien_invoca_a_quien;[Autor: Alfonso];           [Ayuda: Genera un diccionario de quien inoca a quien, teniendo como clave el nombre de la funcion y como valores una lista de lista con cuantas veces lo invoca]    ;    #Invoco para leer el csv y que me devuelva un diccionario;     #Me quedo con el nombre de las funciones;     #Recorre las filas y me quedo con la clave (nombre_funcion) y el cuerpo de la funcion;         #Por cada funcion en la lista de funciones itera;             #Cruza los nombres de las funciones y chequea si esta en el cuerpo de otra funcion;             #Cuenta cuantas veces ocurre que una funcion este dentro de ota ;             #Si ocurre al menos 1 vez;                 #Si la clave ya existe, agrego otra lista, en caso de que no exista, crea la clave
remover_ceros;[Autor: Alfonso];        [Ayuda: Reemplaza por un espacio los 0 que se encuentren en una lista]    ;
sacar_corchetes;[Autor: Valentin];        [Ayuda: Recibe como parametro una cadena y le saca los corchetes de adelante y atrás]    ;
sumar_totales;[Autor: Alfonso];             [Ayuda: Sumariza la columna de una matriz]    ;
